"","Genome","Response"
"130","2675903157",0
"131","2524614758",0
"132","2751185683",0
"133","2784132147",0
"134","2731957505",0
"135","2596583538",0
"136","2518285603",0
"137","2596583621",0
"138","2528768220",0
"139","2616644847",0
"140","2519899649",0
"141","2870794168",0
"142","2844992467",0
"143","2870759924",0
"144","2634166348",0
"145","2731957572",0
"146","2571042017",0
"147","651717003",0
"148","651717042",0
"149","2731957574",0
"150","2844792859",0
"151","2731957575",0
"152","2634166331",0
"153","2724679706",0
"154","2700988714",0
"155","2861542065",0
"156","2540341222",0
"157","2728369498",0
"158","2731957576",0
"159","2778260945",0
"160","2728369515",0
"161","2880505610",0
"162","2806310649",0
"163","643886017",0
"164","2523533597",0
"165","2808606642",0
"166","2523231019",0
"167","2524023137",0
"168","2751185834",0
"169","2857276557",0
"170","2867030179",0
"171","2870625619",0
"172","2843235134",0
"173","2865869608",0
"174","2548876973",0
"175","2634166153",0
"176","2531839542",0
"177","2855319728",0
"178","2524023166",0
"179","2867461147",0
"180","2687453525",0
"181","2630968294",0
"182","2524614860",0
"183","2523231055",0
"184","2548877015",0
"185","643886015",0
"186","2523533527",0
"187","2868359304",0
"188","2515154015",0
"189","2756170300",0
"190","2917960780",0
"191","2724679919",0
"192","2634166338",0
"193","2873451178",0
"194","2866457054",0
"195","2515154017",0
"196","2728369518",0
"197","2775506939",0
"198","2873296955",0
"199","2513237176",0
"200","2675903218",0
"201","2751185783",0
"202","2724679777",0
"203","651716759",0
"204","2515154155",0
"205","2827628540",0
"206","2880531579",0
"207","2830934857",0
"208","2517287026",0
"209","2516493031",0
"210","2751185703",0
"211","2510065062",0
"212","644736323",0
"213","2814123198",0
"214","2596583522",0
"215","2757320831",0
"216","2511231049",0
"217","2831651148",0
"218","2563367219",0
"219","2574179708",0
"220","2597489914",0
"221","2524023091",0
"222","2889625949",0
"223","2524023070",0
"224","2509276063",0
"225","2667527447",0
"226","2788500099",0
"227","2687453475",0
"228","2687453481",0
"229","2687453482",0
"230","2687453476",0
"231","647000207",0
"232","2918376121",0
"233","2866597551",0
"234","645951844",0
"235","2833982808",0
"236","2648501309",0
"237","2639762835",0
"238","639633004",0
"239","2700989550",0
"240","2923402010",0
"241","2537561905",0
"242","2537561906",0
"243","2537561903",0
"244","2788500104",0
"245","2515154019",0
"246","2841352428",0
"247","2868668594",0
"248","649989906",0
"249","2630968525",0
"250","2708742395",0
"251","2728368991",0
"252","2835022881",0
"253","2781126042",0
"254","2524023149",0
"255","2867580314",0
"256","2893554490",0
"257","2698536811",0
"258","2893688764",0
"259","2880787586",0
"260","2852717997",0
"261","2895207311",0
"262","2808606372",0
"263","2799112209",0
"264","2524023187",0
"265","2734481940",0
"266","2693429859",0
"267","642555104",0
"268","2593339279",0
"269","2663762716",0
"270","637000004",0
"271","2600255029",0
"272","2654587648",0
"273","2861381790",0
"274","2791354951",0
"275","2634166310",0
"276","2772190795",0
"277","2739367658",0
"278","2599185235",0
"279","2698536714",0
"280","2523533553",0
"281","2523533625",0
"282","2622736437",0
"283","2523231017",0
"284","650716008",0
"285","2731957568",0
"286","644736325",0
"287","2558860250",0
"288","2524023143",0
"289","2926473819",0
"290","2523533552",0
"291","2634166329",0
"292","2731957595",0
"293","2675903231",0
"294","2513237116",0
"295","2756170229",0
"296","2731957596",0
"297","2731957577",0
"298","2681813550",0
"299","2509601035",0
"300","2517572213",0
"301","641736205",0
"302","650377904",0
"303","2926601655",0
"304","2926477431",0
"305","2582581275",0
"306","2731639256",0
"307","2889707501",0
"308","2509276023",0
"309","640753002",0
"310","2558309003",0
"311","2595698240",0
"312","2516493028",0
"313","646564502",0
"314","2675903030",0
"315","2910232080",0
"316","2718217988",0
"317","2784746783",0
"318","2518285549",0
"319","2537561904",0
"320","2772190681",0
"321","2820962504",0
"322","2524614631",0
"323","2524023062",0
"324","2756170234",0
"325","2829777543",0
"326","2808606775",0
"327","2829772224",0
"328","646564503",0
"329","2541046969",0
"330","2502790015",0
"331","646311904",0
"332","2831905167",0
"333","2524023219",0
"334","2854996976",0
"335","2642422517",0
"336","2537562147",0
"337","2517434013",0
"338","2517287020",0
"339","2854982711",0
"340","2545824682",0
"341","2778260928",0
"342","2585427649",0
"343","2751185827",0
"344","2865893607",0
"345","2772190668",0
"346","2634166275",0
"347","2873422137",0
"348","2648501726",0
"349","2667527405",0
"350","2511231181",0
"351","2517572242",0
"352","2515075013",0
"353","2554235102",0
"354","2866120936",0
"355","2675903153",0
"356","2634166327",0
"357","2675903692",0
"358","2634166333",0
"359","2675903226",0
"360","2630968289",0
"361","2512564010",0
"362","2634166899",0
"363","2772190728",0
"364","2524614635",0
"365","2698536991",0
"366","2964375228",0
"367","2698536990",0
"368","2630968384",0
"369","2770939622",0
"370","2509601011",0
"371","2599185146",0
"372","2808606510",0
"373","2585428191",0
"374","2602042032",0
"375","642979323",0
"376","643886145",0
"377","2808606682",0
"378","644736326",0
"379","643886055",0
"380","645058761",0
"381","2634166351",0
"382","2861627031",0
"383","2585428173",0
"384","2582580727",0
"385","649633005",0
"386","2518285615",0
"387","2515154051",0
"388","2588253517",0
"389","2588254259",0
"390","2617271274",0
"391","641736227",0
"392","2861347227",0
"393","641736271",0
"394","2585428091",0
"395","2524614531",0
"396","646311905",0
"397","2851141142",0
"398","2654587855",0
"399","2563366762",0
"400","2645727852",0
"401","651716862",0
"402","2827996806",0
"403","2765235834",0
"404","2690315950",0
"405","2744054988",0
"406","643348508",0
"407","2627854177",0
"408","2861196614",0
"409","2654588147",0
"410","2829828734",0
"411","2619619037",0
"412","2784746799",0
"413","2770939570",0
"414","2597490351",0
"415","651324043",0
"416","2795385460",0
"417","2558309000",0
"418","2901110272",0
"419","2756170232",0
"420","637000010",0
"421","2506520046",0
"422","2799112219",0
"423","2693429858",0
"424","2523533620",0
"425","646564505",0
"426","2919380674",0
"427","2893686931",0
"428","2923642967",0
"429","638154502",1
"430","646311906",1
"431","2504136002",1
"432","2654587630",0
"433","2873822735",0
"434","2671180960",0
"435","2835195961",0
"436","2524614535",0
"437","2634166197",0
"438","2524023227",0
"439","2806310726",0
"440","2844849076",0
"441","2903049818",0
"442","2903061041",0
"443","2675903326",0
"444","2866276103",0
"445","2903042205",0
"446","2831304190",0
"447","2791355138",0
"448","2866268577",0
"449","2866272416",0
"450","2893696664",0
"451","2893550850",0
"452","2918386808",0
"453","2893579105",0
"454","2639762519",0
"455","2778260948",0
"456","651285000",0
"457","649633007",0
"458","2546825536",0
"459","2523231056",0
"460","2667527893",0
"461","644736327",0
"462","2834436906",0
"463","648276620",0
"464","2524023159",0
"465","2582581273",0
"466","2636415982",0
"467","2894400626",0
"468","2842988149",0
"469","2823233258",0
"470","2835125569",0
"471","2756170240",0
"472","2518645585",0
"473","2596583523",0
"474","641228476",0
"475","2547132512",0
"476","2846952575",0
"477","2828314363",0
"478","2522572158",0
"479","2524023250",0
"480","2597490340",0
"481","2802428852",0
"482","2523533527",0
"483","2890278133",0
"484","2519899572",0
"485","649633008",0
"486","641736173",0
"487","2698536990",0
"488","2524023181",0
"489","2537561923",0
"490","2861430565",0
"491","637000017",0
"492","2898074128",0
"493","2811995369",0
"494","2630968645",0
"495","2773857892",0
"496","2744054489",0
"497","2517572148",0
"498","2916908848",0
"499","2834688942",0
"500","2913365302",0
"501","2523533616",0
"502","2916848559",0
"503","2636416074",0
"504","2731957965",0
"505","2926514369",0
"506","2754412937",0
"507","2773857802",0
"508","639279304",0
"509","2630968384",0
"510","2645727550",0
"511","2639762878",0
"512","2545555827",0
"513","643886175",0
"514","2630968697",0
"515","2731957675",0
"516","2648501690",0
"517","2916858470",0
"518","2630968651",0
"519","643886172",0
"520","2675903167",0
"521","2547132175",0
"522","2687453787",0
"523","642791616",0
"524","2890201742",0
"525","2675903597",0
"526","646564509",0
"527","2651869806",0
"528","2684623075",0
"529","2823415468",0
"530","2654588021",0
"531","2731957676",0
"532","2843246524",0
"533","646311909",0
"534","643886085",0
"535","646564511",0
"536","2880152234",0
"537","2926552592",0
"538","2645728032",0
"539","2565956591",0
"540","640963023",0
"541","642791613",0
"542","640753039",0
"543","642979370",0
"544","642979334",0
"545","2562617142",0
"546","637000024",0
"547","649633012",0
"548","642791621",0
"549","2585427948",0
"550","640963016",0
"551","641380449",0
"552","642979351",0
"553","2574180081",0
"554","641736196",0
"555","2576861690",0
"556","2600255083",0
"557","637000026",0
"558","641380447",0
"559","640753008",0
"560","2795386142",0
"561","2509276067",0
"562","2519899789",0
"563","639633009",0
"564","2547132177",0
"565","2547132469",0
"566","2808606804",0
"567","2545555865",0
"568","2545824615",0
"569","637000027",0
"570","2588253861",0
"571","641228478",0
"572","2593339214",0
"573","2597490370",0
"574","2508501047",0
"575","641522606",0
"576","2576861816",0
"577","2509276058",0
"578","2808606794",0
"579","643692008",0
"580","2784746803",0
"581","639633010",0
"582","2700989373",0
"583","2597490250",0
"584","644736330",0
"585","2671180601",0
"586","2848061456",0
"587","2663763384",0
"588","2681813198",0
"589","643886102",0
"590","2597490243",0
"591","2660238656",0
"592","2693429521",0
"593","2671180748",0
"594","646311910",0
"595","2671180475",0
"596","2690316009",0
"597","2802429577",0
"598","651053007",0
"599","649633019",0
"600","2690315693",0
"601","2695420660",0
"602","2660238375",0
"603","2690316073",0
"604","2695420510",0
"605","2695420736",0
"606","2823497638",0
"607","2663763404",0
"608","2597490219",0
"609","2660238454",0
"610","2657244954",0
"611","2660238131",0
"612","2700989372",0
"613","2663763018",0
"614","2600254978",0
"615","2675903354",0
"616","2671180426",0
"617","2663763500",0
"618","2561511128",0
"619","2513237264",0
"620","2627854001",0
"621","2926661365",0
"622","2927149029",0
"623","2887773926",0
"624","2811994989",0
"625","2734482074",0
"626","2834479247",0
"627","2818991577",0
"628","2599185194",0
"629","2834497130",0
"630","2837591487",0
"631","2700988699",0
"632","2756170222",0
"633","638341020",0
"634","2561511230",0
"635","2781126043",0
"636","2916308423",0
"637","2728369170",0
"638","2576861425",0
"639","2811995279",0
"640","2912183561",0
"641","2565956565",0
"642","2721755543",0
"643","643348519",0
"644","2840707444",0
"645","2861437327",0
"646","2511231103",0
"647","637000036",0
"648","2861252286",0
"649","2848998837",0
"650","2597490341",0
"651","2861272341",0
"652","2861253713",0
"653","2718218094",0
"654","2861251124",0
"655","2806310697",0
"656","2861264975",0
"657","2595698224",0
"658","644736331",0
"659","2918358370",0
"660","2893575648",0
"661","2918362552",0
"662","2893692521",0
"663","2681813033",0
"664","2545555860",0
"665","2721755565",0
"666","2519899694",0
"667","2511231202",0
"668","2521172718",0
"669","2517572143",0
"670","2513237097",0
"671","2835052945",0
"672","2891501747",0
"673","2574179731",0
"674","2882464097",0
"675","2891391581",0
"676","2839726999",0
"677","2841283598",0
"678","2854294894",0
"679","2651869678",0
"680","2854263934",0
"681","2851194356",0
"682","2816332346",0
"683","2654587731",0
"684","2524614662",0
"685","2855079561",0
"686","2600255381",0
"687","2731957605",0
"688","2600255375",0
"689","2600255378",0
"690","2893558195",0
"691","2831311770",0
"692","2548877016",0
"693","647000216",0
"694","2893675053",0
"695","2744054563",0
"696","2634166182",0
"697","2597490362",0
"698","2829754414",0
"699","2829751152",0
"700","2561511096",0
"701","651285001",0
"702","648028010",0
"703","2829757494",0
"704","2773858004",0
"705","2757320359",0
"706","2609460297",0
"707","641228480",0
"708","647533118",0
"709","645058868",0
"710","640427105",0
"711","2513237201",0
"712","637000042",0
"713","2890416668",0
"714","2599185228",0
"715","2562617048",0
"716","2684622995",0
"717","2513237113",0
"718","647000218",0
"719","2887723448",0
"720","637000047",0
"721","643348523",0
"722","2916573127",0
"723","2916563313",0
"724","2639762983",0
"725","2648501169",0
"726","2754412345",0
"727","637000051",0
"728","637000048",0
"729","2916581165",0
"730","2791355353",0
"731","641736121",0
"732","2609460236",0
"733","2687453568",0
"734","2660238365",0
"735","2791355351",0
"736","2630968762",0
"737","645058826",0
"738","2967615069",0
"739","2636415515",0
"740","2917518688",0
"741","2791354934",0
"742","2791354921",0
"743","2791354933",0
"744","2791354922",0
"745","2585428068",0
"746","2582580726",0
"747","648028012",0
"748","2734481916",0
"749","647533123",0
"750","2802428857",0
"751","637000318",0
"752","2563367176",0
"753","2788499958",0
"754","2524614853",0
"755","649633023",0
"756","2506485007",0
"757","649633025",0
"758","640427106",0
"759","2693429901",0
"760","2901129015",0
"761","2540341239",0
"762","2540341085",0
"763","2751185666",0
"764","2513237181",0
"765","2510065009",0
"766","2718218154",0
"767","641228483",0
"768","2519899721",0
"769","2599185232",0
"770","2582581267",0
"771","2585428077",0
"772","2831514688",0
"773","2684623198",0
"774","2517572248",0
"775","645951857",0
"776","2808606797",0
"777","2808606638",0
"778","2675903699",0
"779","643886009",0
"780","645058720",0
"781","2556921624",0
"782","2617270875",0
"783","2831482573",0
"784","2830496992",0
"785","2814123379",0
"786","643886113",0
"787","2808606723",0
"788","2773858048",0
"789","2531839278",0
"790","642979305",0
"791","2568526009",0
"792","2844895905",0
"793","637000060",0
"794","645951819",0
"795","2574179752",0
"796","2700989267",0
"797","2574179782",0
"798","2576861831",0
"799","2574179783",0
"800","2579778520",0
"801","2576861400",0
"802","2576861401",0
"803","2634166280",0
"804","2886957807",0
"805","2887284248",0
"806","2756170263",0
"807","644736339",0
"808","2923426270",0
"809","2734481997",0
"810","2734481993",0
"811","2926765598",0
"812","2734481992",0
"813","2923674233",0
"814","2923434343",0
"815","643886188",0
"816","2814123119",0
"817","2851166323",0
"818","2788500101",0
"819","2519899594",0
"820","2728369475",0
"821","2616644820",0
"822","2728369167",0
"823","2617270905",0
"824","2693429899",0
"825","2828402302",0
"826","2693429905",0
"827","2617270870",0
"828","2651869835",0
"829","2630968797",0
"830","2734481969",0
"831","2734481980",0
"832","2505679089",0
"833","646564520",0
"834","2856438371",0
"835","2927609659",0
"836","2734481970",0
"837","2681813035",0
"838","649633031",0
"839","649633032",0
"840","2595698249",0
"841","650716026",0
"842","2667527401",0
"843","2623620579",0
"844","651324021",0
"845","2861570626",0
"846","2585428148",0
"847","2558860278",0
"848","2827986130",0
"849","2928729937",0
"850","2565956826",0
"851","2636416040",0
"852","2634166296",0
"853","2595698247",0
"854","2681813509",0
"855","2596583629",0
"856","644736340",0
"857","2595699005",0
"858","637000066",0
"859","650716022",0
"860","637000071",0
"861","651053015",0
"862","2512047033",0
"863","642555121",0
"864","639633020",0
"865","637000073",0
"866","643348527",0
"867","641228485",0
"868","642555123",0
"869","2648501185",0
"870","637000074",0
"871","2754412941",0
"872","637000075",0
"873","2645727576",0
"874","2713896886",0
"875","2751185876",0
"876","2751185877",0
"877","2808606673",0
"878","2595699003",0
"879","2524614876",0
"880","2695420920",0
"881","2681813521",0
"882","2724679211",0
"883","2681812956",0
"884","2681812957",0
"885","2903164770",0
"886","2905999023",0
"887","2903168385",0
"888","2684622856",0
"889","2681813561",0
"890","2867868581",0
"891","2562617092",0
"892","2728368984",0
"893","2523533548",0
"894","2600255101",0
"895","2622736498",0
"896","2585427834",0
"897","2684622908",0
"898","2816332551",0
"899","2681813551",0
"900","2684623012",0
"901","2728369107",0
"902","2874367997",0
"903","2842083920",0
"904","2654587896",0
"905","2617271211",0
"906","2905979941",0
"907","2698536696",0
"908","2888289149",0
"909","2684622910",0
"910","2874363422",0
"911","2684623028",0
"912","2681813503",0
"913","2802429322",0
"914","2681813514",0
"915","2905984197",0
"916","2700988715",0
"917","2681813504",0
"918","2617271210",0
"919","2634166404",0
"920","2663762742",0
"921","2600255398",0
"922","2695420944",0
"923","2765235860",0
"924","2524023241",0
"925","2681813509",0
"926","2871710237",0
"927","2617271207",0
"928","2684622833",0
"929","2718217690",0
"930","2579778963",0
"931","642791618",0
"932","2524614646",0
"933","2773857773",0
"934","2878893965",0
"935","2588253794",0
"936","2600255068",0
"937","2708742539",0
"938","2848353471",0
"939","2630968326",0
"940","2687453717",0
"941","637000076",0
"942","2585428079",0
"943","2517487003",0
"944","2563366732",0
"945","2695420939",0
"946","2855382387",0
"947","2509887034",0
"948","2634166351",0
"949","643886112",0
"950","2687453701",0
"951","2703719315",0
"952","2541047518",0
"953","641380428",0
"954","2660237905",0
"955","2554235109",0
"956","2585428176",0
"957","647533125",0
"958","2928353371",0
"959","2524023202",0
"960","2595698222",0
"961","643348528",0
"962","648276630",0
"963","2775507063",0
"964","2808606725",0
"965","2773857856",0
"966","2634166354",0
"967","2724679202",0
"968","2585428078",0
"969","2630968942",0
"970","2869685573",0
"971","2554235113",0
"972","2574180002",0
"973","2721755605",0
"974","2860493848",0
"975","2808606672",0
"976","2703719316",0
"977","2675903166",0
"978","2773858021",0
"979","2634166358",0
"980","2634166322",0
"981","2928400839",0
"982","2526164522",0
"983","2585428070",0
"984","2524614863",0
"985","645951835",0
"986","642979371",0
"987","2645727554",0
"988","2711768659",0
"989","642979359",0
"990","2524614838",0
"991","2585428084",0
"992","2634166349",0
"993","2877451605",0
"994","2585428173",0
"995","643348529",0
"996","2585428190",0
"997","650716026",0
"998","641380427",0
"999","2928998743",0
"1000","2585428090",0
"1001","2634166902",0
"1002","2740892543",0
"1003","2558860132",0
"1004","2744054832",0
"1005","2913326743",0
"1006","2526164529",0
"1007","643886206",0
"1008","2728369180",0
"1009","642979369",0
"1010","2795385455",0
"1011","2928587524",0
"1012","645058763",0
"1013","2690315891",0
"1014","2901044109",0
"1015","2627854235",0
"1016","637000077",0
"1017","641228486",0
"1018","2599185221",0
"1019","2808606817",0
"1020","2585428174",0
"1021","2703719317",0
"1022","2645727973",0
"1023","2808606539",0
"1024","641736198",0
"1025","2928356456",0
"1026","2687453704",0
"1027","2916594526",0
"1028","2563366727",0
"1029","648028018",0
"1030","2608642274",0
"1031","2901040167",0
"1032","2627854033",0
"1033","641736197",0
"1034","2851764253",0
"1035","2651869763",0
"1036","2728369722",0
"1037","641736169",0
"1038","2636415665",0
"1039","2519899647",0
"1040","649633033",0
"1041","2772190653",0
"1042","2597490298",0
"1043","2684622633",0
"1044","2529293168",0
"1045","2913329792",0
"1046","2617271309",0
"1047","2913338184",0
"1048","2833455180",0
"1049","2916599234",0
"1050","640069309",0
"1051","2599185222",0
"1052","2795385491",0
"1053","2740892193",0
"1054","2675903229",0
"1055","2558860349",0
"1056","2916606478",0
"1057","2558309036",0
"1058","2582580727",0
"1059","2568526450",0
"1060","2751185720",0
"1061","2617270829",0
"1062","2619619643",0
"1063","2695421013",0
"1064","2524023169",0
"1065","640612206",0
"1066","2562617146",0
"1067","642979321",0
"1068","2574180442",0
"1069","2529292992",0
"1070","646311917",0
"1071","2788500100",0
"1072","2734481901",0
"1073","643886116",0
"1074","641380422",0
"1075","2522572051",0
"1076","643348530",0
"1077","2503538010",0
"1078","643886058",0
"1079","2681813557",0
"1080","647000230",0
"1081","2617270851",0
"1082","2681813517",0
"1083","2623620529",0
"1084","2554235426",0
"1085","2585427661",0
"1086","2627854278",0
"1087","651324023",0
"1088","2561511200",0
"1089","2808606813",0
"1090","2517572222",0
"1091","2558860241",0
"1092","2634166170",0
"1093","2773857908",0
"1094","2916404855",0
"1095","2639762811",0
"1096","645951842",0
"1097","2571042744",0
"1098","2923453845",0
"1099","2775507246",0
"1100","2524614613",0
"1101","2918343737",0
"1102","2529292557",0
"1103","639279307",0
"1104","2556921045",0
"1105","2773857867",0
"1106","647000231",0
"1107","643692019",0
"1108","2606217205",0
"1109","643886002",0
"1110","2515154018",0
"1111","2862073393",0
"1112","2630968455",0
"1113","2561511185",0
"1114","2515154131",0
"1115","648276634",0
"1116","2811995197",0
"1117","2931446255",0
"1118","2634166344",0
"1119","2623620533",0
"1120","2515154153",0
"1121","2515154156",0
"1122","2556921672",0
"1123","2872045035",0
"1124","2541047000",0
"1125","2808606807",0
"1126","2600254920",0
"1127","2513237121",0
"1128","2623620535",0
"1129","643886057",0
"1130","2615840659",0
"1131","2551306128",0
"1132","2848159128",0
"1133","2515154059",0
"1134","641522620",0
"1135","2597490209",0
"1136","2811995306",0
"1137","2558860221",0
"1138","2811995212",0
"1139","2856602953",0
"1140","2617271304",0
"1141","2795386144",0
"1142","2526164557",0
"1143","2827117550",0
"1144","2890671501",0
"1145","2654588035",0
"1146","2832283248",0
"1147","2843088573",0
"1148","2890545002",0
"1149","2926658099",0
"1150","2556921666",0
"1151","2870600976",0
"1152","2918413596",0
"1153","2835191852",0
"1154","2663762753",0
"1155","2667527407",0
"1156","2867779128",0
"1157","2781126036",0
"1158","2667527402",0
"1159","2844826561",0
"1160","2802428826",0
"1161","650716031",0
"1162","2690315830",0
"1163","2806311065",0
"1164","2893540075",0
"1165","2893593147",0
"1166","2636415561",0
"1167","2617270779",0
"1168","2506381023",0
"1169","2517572241",0
"1170","2831476743",0
"1171","2537561635",0
"1172","2977335026",0
"1173","2515154146",0
"1174","2576861787",0
"1175","637000087",0
"1176","2593339275",0
"1177","2806310743",0
"1178","2506520023",0
"1179","2508501046",0
"1180","2861229971",0
"1181","2791354880",0
"1182","2901198348",0
"1183","2510065016",0
"1184","2802429288",0
"1185","2773857847",0
"1186","648028022",0
"1187","2861587418",0
"1188","641228488",0
"1189","2527291725",0
"1190","649633035",0
"1191","2563366733",0
"1192","2895788610",0
"1193","641228489",0
"1194","2521172561",0
"1195","2622736508",0
"1196","2687453125",0
"1197","2833109367",0
"1198","2832479645",0
"1199","2687453746",0
"1200","2773857907",0
"1201","2622736579",0
"1202","2585428172",0
"1203","2582580750",0
"1204","2599185175",0
"1205","648028023",0
"1206","2522572160",0
"1207","2585428156",0
"1208","2526164742",0
"1209","2524023145",0
"1210","2690315754",0
"1211","2829729602",0
"1212","2582580732",0
"1213","2507262031",0
"1214","643348537",0
"1215","2507149024",0
"1216","2504136006",0
"1217","2515154174",0
"1218","2890690344",0
"1219","2508501023",0
"1220","2571042011",0
"1221","2616644807",0
"1222","2524023220",0
"1223","2574179788",0
"1224","2829737207",0
"1225","2596583602",0
"1226","2574180434",0
"1227","2556921601",0
"1228","649633036",0
"1229","2514885009",0
"1230","2654587567",0
"1231","2512047085",0
"1232","2619619091",0
"1233","2788500037",0
"1234","2526164711",0
"1235","2541046937",0
"1236","2740891818",0
"1237","644736351",0
"1238","2582580749",0
"1239","2515154209",0
"1240","2926666083",0
"1241","2563366724",0
"1242","2585428086",0
"1243","2585428080",0
"1244","2636416042",0
"1245","644736349",0
"1246","2619619068",0
"1247","2571042914",0
"1248","2654587882",0
"1249","2901954164",0
"1250","2622736590",0
"1251","644736350",0
"1252","2524023157",0
"1253","2875778839",0
"1254","2675903163",0
"1255","2684623057",0
"1256","2509601019",0
"1257","643886196",0
"1258","2563366506",0
"1259","2593339127",0
"1260","2516143004",0
"1261","2593339128",0
"1262","2596583601",0
"1263","2706794915",0
"1264","2619619038",0
"1265","2887492712",0
"1266","2502422305",0
"1267","2501915963",0
"1268","2582581262",0
"1269","2786546903",0
"1270","2861203348",0
"1271","650716033",0
"1272","643692021",0
"1273","2523231059",0
"1274","2596583525",0
"1275","2861192947",0
"1276","2703718901",0
"1277","2502422304",0
"1278","2883713342",0
"1279","2788499819",0
"1280","2523231085",0
"1281","2510065044",0
"1282","2508501136",0
"1283","637000094",0
"1284","2728369691",0
"1285","2526164528",0
"1286","2523231053",0
"1287","2507262026",0
"1288","2556921618",0
"1289","2524614548",0
"1290","2861449170",0
"1291","642979316",0
"1292","2524023160",0
"1293","2512564091",0
"1294","2599185176",0
"1295","2791354899",0
"1296","2751185656",0
"1297","2861683924",0
"1298","649633038",0
"1299","2515154092",0
"1300","646564528",0
"1301","649633039",0
"1302","2516143104",0
"1303","2513237118",0
"1304","649633040",0
"1305","638341078",0
"1306","2602042025",0
"1307","2599185196",0
"1308","643886183",0
"1309","2627853875",0
"1310","2501533205",0
"1311","2751185668",0
"1312","645951833",0
"1313","2897417399",0
"1314","2728369657",0
"1315","2757320913",0
"1316","2728369273",0
"1317","2847235940",0
"1318","2962773892",0
"1319","2962769303",0
"1320","2558860213",0
"1321","2551306377",0
"1322","2775506966",0
"1323","2898845556",0
"1324","2597489912",0
"1325","2558860226",0
"1326","2841384834",0
"1327","2627853836",0
"1328","2558860215",0
"1329","2837722614",0
"1330","2840502759",0
"1331","2848425531",0
"1332","643348542",0
"1333","643348543",0
"1334","2675903565",0
"1335","2728369259",0
"1336","2841082593",0
"1337","2834342532",0
"1338","2841078895",0
"1339","2724679793",0
"1340","2744054500",0
"1341","2627853639",0
"1342","2513237341",0
"1343","2540341128",0
"1344","641736133",0
"1345","640963046",0
"1346","2518645587",0
"1347","2561511040",0
"1348","651324026",0
"1349","2509276020",0
"1350","2508501110",0
"1351","2675903016",0
"1352","2571042012",0
"1353","2816332117",0
"1354","2563367140",0
"1355","2547132403",0
"1356","2547132207",0
"1357","2515154084",0
"1358","2795386143",0
"1359","2866345068",0
"1360","644736358",0
"1361","2866341438",0
"1362","637000098",0
"1363","2558309078",0
"1364","643886208",0
"1365","2519899683",0
"1366","2529292732",0
"1367","2899542894",0
"1368","2775507237",0
"1369","2823236545",0
"1370","2593339301",0
"1371","2858210804",0
"1372","2858217553",0
"1373","642555127",0
"1374","2521172654",0
"1375","2506485001",0
"1376","2639763091",0
"1377","2839589109",0
"1378","2651870311",0
"1379","2627853506",0
"1380","2775507270",0
"1381","2574179787",0
